image,predicted_count,true_count,sMAPE,MAE,precision,recall,f1
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d00h00m_3.tif,113.13318140334013,191,25.602868531925566,77.86681859665987,0.020942408376963352,0.020942408376963352,0.020942408376963352
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d16h00m_1.tif,91.80065714742523,219,40.9263429556518,127.19934285257477,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d00h00m_2.tif,90.19610909280163,201,38.051295140034355,110.80389090719837,0.029850746268656716,0.029850746268656716,0.029850746268656716
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d00h00m_2.tif,113.74735479369701,199,27.25926979063969,85.25264520630299,0.01507537688442211,0.01507537688442211,0.01507537688442211
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d16h00m_2.tif,84.94444530839974,163,31.481066089023585,78.05555469160026,0.006134969325153374,0.006134969325153374,0.006134969325153375
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d16h00m_4.tif,75.92936481961078,190,42.89508804631912,114.07063518038922,0.005263157894736842,0.005263157894736842,0.005263157894736842
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d04h00m_1.tif,67.82756813856031,177,44.59155996666743,109.17243186143969,0.005649717514124294,0.005649717514124294,0.005649717514124294
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d12h00m_4.tif,97.212171154737,187,31.59183101851706,89.787828845263,0.0213903743315508,0.0213903743315508,0.0213903743315508
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d04h00m_4.tif,109.20594827410241,180,24.47876751787992,70.79405172589759,0.005555555555555556,0.005555555555555556,0.005555555555555556
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d12h00m_2.tif,70.19555741808654,87,10.690151081826937,16.804442581913463,0.05747126436781609,0.05747126436781609,0.05747126436781609
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d04h00m_4.tif,101.72804305564205,141,16.17940656958018,39.27195694435795,0.04964539007092199,0.04964539007092199,0.04964539007092198
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d00h00m_3.tif,107.1843611052318,141,13.625209398439955,33.8156388947682,0.06382978723404255,0.06382978723404255,0.06382978723404255
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d16h00m_1.tif,76.54917162068887,213,47.12526981705979,136.45082837931113,0.014084507042253521,0.014084507042253521,0.014084507042253521
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d00h00m_1.tif,72.0221732948703,267,57.51182136855232,194.9778267051297,0.003745318352059925,0.003745318352059925,0.003745318352059925
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d00h00m_4.tif,127.60981848720257,120,3.0733104743969912,7.609818487202574,0.19166666666666668,0.19166666666666668,0.19166666666666668
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d00h00m_2.tif,112.61693459187518,125,5.211356433578128,12.383065408124821,0.12,0.12,0.12
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d00h00m_1.tif,109.56553888368944,195,28.051256694847915,85.43446111631056,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d04h00m_1.tif,137.94533710486576,287,35.076196837606744,149.05466289513424,0.010452961672473868,0.010452961672473868,0.010452961672473868
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d04h00m_3.tif,101.1267422720266,174,26.487159018486572,72.8732577279734,0.005747126436781609,0.005747126436781609,0.005747126436781609
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d12h00m_1.tif,118.892132945708,199,25.199701015555938,80.107867054292,0.005025125628140704,0.005025125628140704,0.005025125628140704
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d04h00m_3.tif,125.65872792539449,254,33.80437815190316,128.3412720746055,0.003937007874015748,0.003937007874015748,0.003937007874015748
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d16h00m_3.tif,92.2927908550555,162,27.412184557240142,69.7072091449445,0.018518518518518517,0.018518518518518517,0.018518518518518517
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d00h00m_2.tif,146.57483607665927,269,29.459234124743176,122.42516392334073,0.011152416356877323,0.011152416356877323,0.011152416356877323
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d04h00m_1.tif,86.03253595676506,151,27.408669354609216,64.96746404323494,0.039735099337748346,0.039735099337748346,0.039735099337748346
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d16h00m_2.tif,166.25177813970367,242,18.554290738294178,75.74822186029633,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d00h00m_4.tif,112.6182508093334,128,6.392594551298246,15.381749190666596,0.140625,0.140625,0.140625
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d00h00m_3.tif,98.74305490561528,118,8.884688417246176,19.25694509438472,0.17796610169491525,0.17796610169491525,0.17796610169491525
livecell/images/livecell_test_images/BT474_Phase_D3_1_05d00h00m_3.tif,156.65218302728317,405,44.21736876978415,248.34781697271683,0.007407407407407408,0.007407407407407408,0.007407407407407408
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d12h00m_2.tif,68.22839584111352,132,31.84943069188394,63.771604158886475,0.007575757575757576,0.007575757575757576,0.007575757575757576
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d04h00m_3.tif,80.693791225327,111,15.809697633372735,30.306208774672996,0.0990990990990991,0.0990990990990991,0.0990990990990991
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d00h00m_3.tif,129.71209856104542,217,25.175902946918892,87.28790143895458,0.009216589861751152,0.009216589861751152,0.009216589861751152
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d16h00m_3.tif,77.29238697065011,122,22.433176554774267,44.707613029349886,0.040983606557377046,0.040983606557377046,0.040983606557377046
livecell/images/livecell_test_images/BT474_Phase_D3_2_05d00h00m_2.tif,98.48729630391608,173,27.446110632252484,74.51270369608392,0.005780346820809248,0.005780346820809248,0.005780346820809248
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d16h00m_2.tif,102.5093936127596,134,13.314738119366393,31.490606387240405,0.03731343283582089,0.03731343283582089,0.03731343283582089
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d04h00m_3.tif,84.12254647878581,157,30.224238498420974,72.87745352121419,0.01910828025477707,0.01910828025477707,0.01910828025477707
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d12h00m_1.tif,88.93950751065131,163,29.39614085187398,74.06049248934869,0.006134969325153374,0.006134969325153374,0.006134969325153375
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d00h00m_4.tif,102.68520516604622,144,16.74798243621639,41.31479483395378,0.013888888888888888,0.013888888888888888,0.013888888888888888
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d12h00m_3.tif,132.98422393697547,284,36.2161845446339,151.01577606302453,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804
livecell/images/livecell_test_images/BT474_Phase_D3_2_05d00h00m_4.tif,123.86938293963613,175,17.10801439660714,51.130617060363875,0.005714285714285714,0.005714285714285714,0.005714285714285713
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d12h00m_4.tif,151.39584228351305,409,45.968249276582064,257.60415771648695,0.004889975550122249,0.004889975550122249,0.004889975550122249
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d16h00m_1.tif,77.31606133533205,180,39.905763414764515,102.68393866466795,0.005555555555555556,0.005555555555555556,0.005555555555555556
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d16h00m_4.tif,103.24009612208465,141,15.46015763891645,37.75990387791535,0.02127659574468085,0.02127659574468085,0.02127659574468085
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d00h00m_1.tif,115.1736782296939,152,13.783663875243676,36.826321770306095,0.019736842105263157,0.019736842105263157,0.019736842105263157
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d12h00m_2.tif,71.73360139193755,124,26.70282375451931,52.266398608062445,0.016129032258064516,0.016129032258064516,0.016129032258064516
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d12h00m_1.tif,59.64484163339512,181,50.42915424361376,121.35515836660488,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d16h00m_3.tif,159.7358699371107,195,9.940954115844306,35.26413006288931,0.015384615384615385,0.015384615384615385,0.015384615384615385
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d04h00m_4.tif,128.60439627255255,202,22.20043186205534,73.39560372744745,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d12h00m_1.tif,88.99475354476454,122,15.6426858491688,33.005246455235465,0.02459016393442623,0.02459016393442623,0.024590163934426226
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d16h00m_3.tif,124.90478101575718,213,26.0710187998597,88.09521898424282,0.009389671361502348,0.009389671361502348,0.009389671361502348
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d16h00m_4.tif,99.43189292498573,163,24.222706457856003,63.56810707501427,0.006134969325153374,0.006134969325153374,0.006134969325153375
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d00h00m_2.tif,86.36680254245584,99,6.815242688695937,12.633197457544156,0.1111111111111111,0.1111111111111111,0.1111111111111111
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d12h00m_3.tif,129.43758824795805,195,20.208019701445487,65.56241175204195,0.015384615384615385,0.015384615384615385,0.015384615384615385
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d12h00m_4.tif,146.61962256937113,199,15.155498707286311,52.38037743062887,0.005025125628140704,0.005025125628140704,0.005025125628140704
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d16h00m_2.tif,81.0700363731521,168,34.901815125048216,86.9299636268479,0.005952380952380952,0.005952380952380952,0.005952380952380952
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d04h00m_4.tif,86.90564442028699,156,28.444936199243955,69.09435557971301,0.04487179487179487,0.04487179487179487,0.04487179487179487
livecell/images/livecell_test_images/BT474_Phase_D3_1_05d00h00m_2.tif,174.83228749770205,286,24.123247332762528,111.16771250229795,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d16h00m_4.tif,140.81824495093315,266,30.77092942676776,125.18175504906685,0.0037593984962406013,0.0037593984962406013,0.0037593984962406013
livecell/images/livecell_test_images/BT474_Phase_D3_2_05d00h00m_1.tif,147.05727364901395,347,40.46954412273839,199.94272635098605,0.005763688760806916,0.005763688760806916,0.005763688760806916
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d12h00m_2.tif,148.8762861762807,214,17.946533379170173,65.1237138237193,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d16h00m_3.tif,97.65854436873633,173,27.836348491042255,75.34145563126367,0.017341040462427744,0.017341040462427744,0.017341040462427744
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d12h00m_1.tif,77.54526744350733,156,33.59294470630634,78.45473255649267,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d00h00m_1.tif,102.10705226012942,189,29.849138681196973,86.89294773987058,0.010582010582010581,0.010582010582010581,0.010582010582010581
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d12h00m_4.tif,94.81254878229811,161,25.87341845924408,66.18745121770189,0.049689440993788817,0.049689440993788817,0.049689440993788817
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d00h00m_4.tif,177.39854300035222,173,1.2552971718115273,4.39854300035222,0.011560693641618497,0.011560693641618497,0.011560693641618497
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d00h00m_4.tif,138.14401574279327,254,29.544243850758267,115.85598425720673,0.015748031496062992,0.015748031496062992,0.015748031496062992
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d04h00m_2.tif,72.22193561850509,114,22.4345559736215,41.778064381494914,0.03508771929824561,0.03508771929824561,0.03508771929824561
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d16h00m_3.tif,87.71036222467956,160,29.18313030027864,72.28963777532044,0.0125,0.0125,0.012500000000000002
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d00h00m_3.tif,132.1583676802038,217,24.29889705450311,84.84163231979619,0.004608294930875576,0.004608294930875576,0.004608294930875576
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d16h00m_2.tif,131.16831768291013,222,25.71909137065984,90.83168231708987,0.013513513513513514,0.013513513513513514,0.013513513513513514
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d00h00m_2.tif,109.26482706840034,201,29.566732974013814,91.73517293159966,0.009950248756218905,0.009950248756218905,0.009950248756218905
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d12h00m_3.tif,128.2535102477559,171,14.284373712727284,42.74648975224409,0.005847953216374269,0.005847953216374269,0.005847953216374268
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d04h00m_1.tif,69.98025495366164,188,45.747588344517695,118.01974504633836,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d16h00m_4.tif,88.21146376059187,126,17.64076281260164,37.78853623940813,0.047619047619047616,0.047619047619047616,0.047619047619047616
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d00h00m_4.tif,119.30277524310804,219,29.469821725597267,99.69722475689196,0.0228310502283105,0.0228310502283105,0.0228310502283105
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d12h00m_1.tif,110.27022416125692,145,13.605102574283755,34.72977583874308,0.013793103448275862,0.013793103448275862,0.013793103448275862
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d00h00m_2.tif,101.65268521876715,185,29.076062803187757,83.34731478123285,0.010810810810810811,0.010810810810810811,0.010810810810810811
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d16h00m_2.tif,67.60684724559906,142,35.49175694018885,74.39315275440094,0.007042253521126761,0.007042253521126761,0.007042253521126761
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d00h00m_3.tif,94.18359865727689,138,18.871445526778967,43.81640134272311,0.014492753623188406,0.014492753623188406,0.014492753623188406
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d16h00m_1.tif,56.237957526700484,154,46.500662213141794,97.76204247329952,0.006493506493506494,0.006493506493506494,0.006493506493506494
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d00h00m_1.tif,90.29024496541388,121,14.53439321801771,30.709755034586124,0.05785123966942149,0.05785123966942149,0.05785123966942149
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d12h00m_1.tif,54.63068051454684,180,53.43261981362254,125.36931948545316,0.011111111111111112,0.011111111111111112,0.011111111111111112
livecell/images/livecell_test_images/BT474_Phase_D3_1_05d00h00m_4.tif,170.77172153994616,409,41.09001346724703,238.22827846005384,0.0024449877750611247,0.0024449877750611247,0.0024449877750611247
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d04h00m_4.tif,141.00130447502306,229,23.783347372202922,87.99869552497694,0.004366812227074236,0.004366812227074236,0.004366812227074236
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d04h00m_3.tif,132.22579311319714,244,29.70934181888288,111.77420688680286,0.00819672131147541,0.00819672131147541,0.00819672131147541
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d04h00m_1.tif,56.61741863251518,115,34.019030138484716,58.38258136748482,0.043478260869565216,0.043478260869565216,0.043478260869565216
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d12h00m_2.tif,75.81889030095044,148,32.24978445831525,72.18110969904956,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_2_05d00h00m_3.tif,146.51383378486207,251,26.284913211771833,104.48616621513793,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d00h00m_1.tif,73.33364359546249,148,33.73475229143529,74.66635640453751,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d04h00m_2.tif,113.40499785802967,226,33.174232215952195,112.59500214197033,0.004424778761061947,0.004424778761061947,0.004424778761061947
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d16h00m_1.tif,127.46855325480283,246,31.737999280578745,118.53144674519717,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d00h00m_3.tif,179.60362843246548,274,20.810321093273323,94.39637156753452,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d00h00m_1.tif,133.83013057302742,226,25.614828107972116,92.16986942697258,0.004424778761061947,0.004424778761061947,0.004424778761061947
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d04h00m_4.tif,90.77643814491603,109,9.121977558667234,18.22356185508397,0.05504587155963303,0.05504587155963303,0.05504587155963303
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d00h00m_1.tif,64.94094530657821,164,43.2683872082254,99.05905469342179,0.012195121951219513,0.012195121951219513,0.012195121951219513
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d16h00m_4.tif,135.79374275025475,192,17.146836537562788,56.20625724974525,0.005208333333333333,0.005208333333333333,0.005208333333333333
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d16h00m_1.tif,56.52274311074507,162,48.268319987087175,105.47725688925493,0.006172839506172839,0.006172839506172839,0.006172839506172839
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d04h00m_3.tif,126.4644285054892,212,25.27165760732921,85.5355714945108,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d04h00m_2.tif,168.49447229198995,305,28.82938148089534,136.50552770801005,0.013114754098360656,0.013114754098360656,0.013114754098360656
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d16h00m_4.tif,93.16976899790461,170,29.19417047582966,76.83023100209539,0.023529411764705882,0.023529411764705882,0.02352941176470588
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d04h00m_2.tif,79.28115645089565,162,34.28317601169111,82.71884354910435,0.012345679012345678,0.012345679012345678,0.012345679012345678
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d00h00m_4.tif,112.96338935122913,207,29.389803264505783,94.03661064877087,0.00966183574879227,0.00966183574879227,0.00966183574879227
livecell/images/livecell_test_images/BT474_Phase_D3_2_01d04h00m_1.tif,89.17347832602536,161,28.710685942644375,71.82652167397464,0.024844720496894408,0.024844720496894408,0.024844720496894408
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d04h00m_1.tif,106.77627226970071,226,35.82699178554222,119.22372773029929,0.004424778761061947,0.004424778761061947,0.004424778761061947
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d00h00m_3.tif,114.89479807464522,136,8.411972702230216,21.105201925354777,0.029411764705882353,0.029411764705882353,0.029411764705882353
livecell/images/livecell_test_images/BT474_Phase_D3_1_03d00h00m_4.tif,142.28602046208107,235,24.573923895819803,92.71397953791893,0.01276595744680851,0.01276595744680851,0.012765957446808508
livecell/images/livecell_test_images/BT474_Phase_D3_1_02d16h00m_4.tif,134.50944795278338,197,18.85030801780259,62.490552047216624,0.01015228426395939,0.01015228426395939,0.01015228426395939
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d04h00m_2.tif,71.05320471386585,102,17.882821261416687,30.946795286134147,0.058823529411764705,0.058823529411764705,0.058823529411764705
livecell/images/livecell_test_images/BT474_Phase_D3_2_02d16h00m_1.tif,108.24798765844025,190,27.410750692200423,81.75201234155975,0.005263157894736842,0.005263157894736842,0.005263157894736842
livecell/images/livecell_test_images/BT474_Phase_D3_1_05d00h00m_1.tif,87.76306357170688,256,48.93979436892001,168.23693642829312,0.00390625,0.00390625,0.00390625
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d12h00m_3.tif,93.51360009712516,164,27.371913513029924,70.48639990287484,0.018292682926829267,0.018292682926829267,0.018292682926829267
livecell/images/livecell_test_images/BT474_Phase_D3_1_01d04h00m_1.tif,61.717541913560126,124,33.536120198827774,62.282458086439874,0.0,0.0,0.0
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d04h00m_4.tif,129.03979223295028,233,28.715132976365688,103.96020776704972,0.004291845493562232,0.004291845493562232,0.004291845493562232
livecell/images/livecell_test_images/BT474_Phase_D3_1_04d16h00m_3.tif,135.36881510604144,203,19.987416651491248,67.63118489395856,0.009852216748768473,0.009852216748768473,0.009852216748768473
livecell/images/livecell_test_images/BT474_Phase_D3_2_04d12h00m_2.tif,93.92538311632234,149,22.671412998165675,55.07461688367766,0.006711409395973154,0.006711409395973154,0.006711409395973154
livecell/images/livecell_test_images/BT474_Phase_D3_2_00d16h00m_1.tif,88.387196340831,142,23.270739221052505,53.612803659169,0.04225352112676056,0.04225352112676056,0.04225352112676056
livecell/images/livecell_test_images/BT474_Phase_D3_2_03d00h00m_3.tif,136.05187054337875,233,26.269513094156196,96.94812945662125,0.008583690987124463,0.008583690987124463,0.008583690987124463
livecell/images/livecell_test_images/BT474_Phase_D3_1_00d04h00m_3.tif,90.8448463536115,152,25.182808927037797,61.1551536463885,0.019736842105263157,0.019736842105263157,0.019736842105263157
